код_препарата,дозировка,торговое_название,стоимость,мета_информация
201900130,0.15+0.25+0.01+0.02+0.05,паглюферал-3,212,"паглюферал-3, № 20, таблетки"
201900131,100,хумира,44995,"хумира, 100 мг/мл 0,4 мл № 2, раствор для подкожного введения"
201900132,50,лозартан-вертекс,130,"лозартан-вертекс, 50 мг № 30, таблетки покрытые плёночной оболочкой"
201900133,100,лозартан-вертекс,132,"лозартан-вертекс, 100 мг № 30, таблетки покрытые плёночной оболочкой"
201900136,24,бетагистин медисорб,53,"бетагистин медисорб, 24 мг № 30, таблетки"
201900141,10,торасемид,50,"торасемид, 10 мг № 20, таблетки"
201900144,10,тригрим,267,"тригрим, 10 мг № 30, таблетки"
201900155,unknown,энтеросгель,517,"энтеросгель, 225 г № 1, паста для приема внутрь"
201900159,25,спиронолактон медисорб,46,"спиронолактон медисорб, 25 мг № 20, таблетки"
201900160,2,тизанидин,75,"тизанидин, 2 мг № 30, таблетки"
201900162,150,артрум,136,"артрум, 150 мг № 20, таблетки пролонгированного действия"
201900173,10,бисопролол авексима,42,"бисопролол авексима, 10 мг № 30, таблетки покрытые плёночной оболочкой"
201900180,25,бривиак,5220,"бривиак, 25 мг № 56, таблетки покрытые плёночной оболочкой"
201900182,unknown,бифиформ,536,"бифиформ, № 40, капсулы кишечнорастворимые"
201900183,50,фентанил,2780,"фентанил, 50 мкг/час № 5, трансдермальная терапевтическая система (пластырь)"
201900184,75,фентанил,3336,"фентанил, 75 мкг/ч № 5, трансдермальная терапевтическая система (пластырь)"
201900185,100,фентанил,4305,"фентанил, 100 мкг/ч № 5, трансдермальная терапевтическая система (пластырь)"
201900186,150,гемлибра,105537,"гемлибра, 150 мг/мл, 60 мг/0,4 мл, флакон № 1, раствор для подкожного введения"
201900188,2.5,тигераза,6023,"тигераза, 2,5 мг/2,5 мл ампулы № 6, раствор для ингаляций"
201900189,600,амизолид,9605,"амизолид, 600 мг № 10, таблетки покрытые плёночной оболочкой"
201900194,1,рапамун,26083,"рапамун, 1 мг/мл 60 мл, флакон № 1, раствор для приема внутрь"
201900196,100,аск-кардио,25,"аск-кардио, 100 мг № 30, таблетки кишечнорастворимые, покрытые пленочной оболочкой"
201900198,5,трифтазин,87,"трифтазин, 5 мг № 50, таблетки покрытые плёночной оболочкой"
201900199,25,фентанил,1853,"фентанил, 25 мкг/ч № 5, трансдермальная терапевтическая система (пластырь)"
201900201,75,клопидогрел,181,"клопидогрел, 75 мг № 30, таблетки покрытые плёночной оболочкой"
202000001,40,далибра,29506,"далибра, 40 мг/0,8 мл, 0,8 мл, шприцы № 2, раствор для подкожного введения"
202000002,100,ринглар,2462,"ринглар, 100 ед/мл, 3 мл (картридж+шприц-ручка ринастра) № 5, раствор для подкожного введения"
202000003,unknown,тест-полоски диаконт (diacont),371,тест-полоски к системе контроля уровня глюкозы в крови диаконт (diacont) № 50
202000006,100,ринлиз,1715,"ринлиз, 100 ме/мл, 3 мл (картридж+шприц-ручка ринастра ii) № 5, раствор для внутривенного и подкожного введения"
